job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role,job_title_clean,required_skills_clean,skill_list,skill_count,description_clean,year_posted,month_posted,quarter,location_type,city_clean,salary_band
Data Scientist,Techlogix,Islamabad,Contract,Mid,2.8,260,"SQL, MLflow, PyTorch, Python, Docker, Statistics, Machine Learning, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, MLflow, PyTorch, Python, Docker, Statistics, Machine Learning, Data Visualization.
        Experience required: 2.8+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Health Insurance, Transport Allowance",2024-03-14,Tier1,True,Data Scientist,"SQL, MLflow, PyTorch, Python, Docker, Statistics, Machine Learning, Data Visualization","['SQL', 'MLflow', 'PyTorch', 'Python', 'Docker', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring data scientist join team required skills sql mlflow pytorch python docker statistics machine learning data visualization experience required 2 8 years freelance position education bachelors preferred,2024,3,1,On-site,Islamabad,Lead (220k+)
AI Research Engineer,Netsol,Lahore,Freelance,Mid,3.7,585,"Node.js, PyTorch, MLflow, Python, Deep Learning, PostgreSQL, BERT",Not Specified,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Node.js, PyTorch, MLflow, Python, Deep Learning, PostgreSQL, BERT.
        Experience required: 3.7+ years.
        This is a Freelance position.
        Education: PhD preferred.","Flexible Hours, Annual Bonus, Transport Allowance",2024-01-27,MNC,True,AI Research Engineer,"Node.js, PyTorch, MLflow, Python, Deep Learning, PostgreSQL, BERT","['Node.js', 'PyTorch', 'MLflow', 'Python', 'Deep Learning', 'PostgreSQL', 'BERT']",7,hiring ai research engineer join team required skills node js pytorch mlflow python deep learning postgresql bert experience required 3 7 years freelance position education phd preferred,2024,1,1,On-site,Lahore,Lead (220k+)
Data Analyst,Folio3,Karachi,Freelance,Junior,0.7,125,"Kubernetes, SQL, Power BI, MLflow, Excel, Python, React, Data Visualization",Not Specified,"We are hiring a Data Analyst to join our team. 
        Required skills: Kubernetes, SQL, Power BI, MLflow, Excel, Python, React, Data Visualization.
        Experience required: 0.7+ years.
        This is a Full-time position.
        Education: PhD preferred.","Flexible Hours, Stock Options, Food Allowance, Annual Bonus",2024-10-27,Tier1,False,Data Analyst,"Kubernetes, SQL, Power BI, MLflow, Excel, Python, React, Data Visualization","['Kubernetes', 'SQL', 'Power BI', 'MLflow', 'Excel', 'Python', 'React', 'Data Visualization']",8,hiring data analyst join team required skills kubernetes sql power bi mlflow excel python react data visualization experience required 0 7 years full time position education phd preferred,2024,10,4,On-site,Karachi,Mid (80–150k)
Machine Learning Engineer,10Pearls,Islamabad,Full-time,Junior,0.2,365,"TensorFlow, PyTorch, Python, Docker, Git, MLOps",Masters,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, Docker, Git, MLOps.
        Experience required: 0.2+ years.
        This is a Full-time position.
        Education: PhD preferred.","Transport Allowance, Health Insurance",2024-06-26,MNC,True,Machine Learning Engineer,"TensorFlow, PyTorch, Python, Docker, Git, MLOps","['TensorFlow', 'PyTorch', 'Python', 'Docker', 'Git', 'MLOps']",6,hiring machine learning engineer join team required skills tensorflow pytorch python docker git mlops experience required 0 2 years full time position education phd preferred,2024,6,2,On-site,Islamabad,Lead (220k+)
Junior Data Analyst,Systems Ltd,Remote,Contract,Mid,4.3,310,"FastAPI, SQL, Flask, Power BI, MLflow, Excel, Python, BERT",PhD,"We are hiring a Junior Data Analyst to join our team. 
        Required skills: FastAPI, SQL, Flask, Power BI, MLflow, Excel, Python, BERT.
        Experience required: 4.3+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Stock Options, Remote Work, Professional Development, Medical Coverage",2024-11-20,MNC,False,Data Analyst,"FastAPI, SQL, Flask, Power BI, MLflow, Excel, Python, BERT","['FastAPI', 'SQL', 'Flask', 'Power BI', 'MLflow', 'Excel', 'Python', 'BERT']",8,hiring junior data analyst join team required skills fastapi sql flask power bi mlflow excel python bert experience required 4 3 years freelance position education bachelors preferred,2024,11,4,Remote,Remote,Lead (220k+)
Senior Data Scientist,Systems Ltd,Hybrid (Islamabad),Contract,Mid,2.5,350,"FastAPI, SQL, Python, Git, PostgreSQL, Statistics, Machine Learning, Data Visualization",Not Specified,"We are hiring a Senior Data Scientist to join our team. 
        Required skills: FastAPI, SQL, Python, Git, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 2.5+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Health Insurance, Professional Development, Stock Options, Remote Work",2024-08-22,MNC,True,Data Scientist,"FastAPI, SQL, Python, Git, PostgreSQL, Statistics, Machine Learning, Data Visualization","['FastAPI', 'SQL', 'Python', 'Git', 'PostgreSQL', 'Statistics', 'Machine Learning', 'Data Visualization']",8,hiring senior data scientist join team required skills fastapi sql python git postgresql statistics machine learning data visualization experience required 2 5 years contract position education bachelors preferred,2024,8,3,Hybrid,Islamabad,Lead (220k+)
Senior NLP Engineer,Techlogix,Hybrid (Islamabad),Full-time,Junior,1.0,395,"Hugging Face, Flask, PyTorch, NLP, Python, LLMs, Docker",Masters,"We are hiring a Senior NLP Engineer to join our team. 
        Required skills: Hugging Face, Flask, PyTorch, NLP, Python, LLMs, Docker.
        Experience required: 1.0+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Transport Allowance, Annual Bonus, Health Insurance, Food Allowance",2024-02-25,Tier1,False,Senior NLP Engineer,"Hugging Face, Flask, PyTorch, NLP, Python, LLMs, Docker","['Hugging Face', 'Flask', 'PyTorch', 'NLP', 'Python', 'LLMs', 'Docker']",7,hiring senior nlp engineer join team required skills hugging face flask pytorch nlp python llms docker experience required 1 0 years full time position education bachelors preferred,2024,2,1,Hybrid,Islamabad,Lead (220k+)
NLP Engineer,Techlogix,Karachi,Freelance,Junior,1.3,275,"Hugging Face, AWS, FastAPI, PyTorch, NLP, Python, LLMs, Docker",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, FastAPI, PyTorch, NLP, Python, LLMs, Docker.
        Experience required: 1.3+ years.
        This is a Contract position.
        Education: Masters preferred.","Medical Coverage, Annual Bonus",2024-12-31,Tier1,True,NLP Engineer,"Hugging Face, Cloud (AWS/GCP), FastAPI, PyTorch, NLP, Python, LLMs, Docker","['Hugging Face', 'Cloud (AWS/GCP)', 'FastAPI', 'PyTorch', 'NLP', 'Python', 'LLMs', 'Docker']",8,hiring nlp engineer join team required skills hugging face aws fastapi pytorch nlp python llms docker experience required 1 3 years contract position education masters preferred,2024,12,4,On-site,Karachi,Lead (220k+)
Full Stack Developer,Systems Ltd,Remote,Full-time,Junior,0.8,250,"Node.js, FastAPI, SQL, JavaScript, Python, LLMs, React",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, FastAPI, SQL, JavaScript, Python, LLMs, React.
        Experience required: 0.8+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Stock Options, Flexible Hours, Health Insurance",2024-07-25,MNC,False,Full Stack Developer,"Node.js, FastAPI, SQL, JavaScript, Python, LLMs, React","['Node.js', 'FastAPI', 'SQL', 'JavaScript', 'Python', 'LLMs', 'React']",7,hiring full stack developer join team required skills node js fastapi sql javascript python llms react experience required 0 8 years full time position education bachelors preferred,2024,7,3,Remote,Remote,Lead (220k+)
NLP Engineer,Techlogix,Lahore,Contract,Junior,1.8,435,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, Git, MongoDB",Bachelors,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, Git, MongoDB.
        Experience required: 1.8+ years.
        This is a Contract position.
        Education: PhD preferred.","Remote Work, Health Insurance, Transport Allowance, Performance Bonus, Annual Bonus",2024-10-10,Tier1,True,NLP Engineer,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, Git, MongoDB","['Hugging Face', 'Kubernetes', 'PyTorch', 'NLP', 'Python', 'LLMs', 'Git', 'MongoDB']",8,hiring nlp engineer join team required skills hugging face kubernetes pytorch nlp python llms git mongodb experience required 1 8 years contract position education phd preferred,2024,10,4,On-site,Lahore,Lead (220k+)
Junior NLP Engineer,Techlogix,Islamabad,Freelance,Mid,3.6,525,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, Docker, Git",Bachelors,"We are hiring a Junior NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, Docker, Git.
        Experience required: 3.6+ years.
        This is a Freelance position.
        Education: Masters preferred.","Medical Coverage, Remote Work, Transport Allowance, Annual Bonus",2024-12-21,Tier1,False,Junior NLP Engineer,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, Docker, Git","['Hugging Face', 'Kubernetes', 'PyTorch', 'NLP', 'Python', 'LLMs', 'Docker', 'Git']",8,hiring junior nlp engineer join team required skills hugging face kubernetes pytorch nlp python llms docker git experience required 3 6 years freelance position education masters preferred,2024,12,4,On-site,Islamabad,Lead (220k+)
Full Stack Developer,Techlogix,Rawalpindi,Freelance,Mid,2.8,200,"Node.js, SQL, PyTorch, JavaScript, Python, React, Git, BERT",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, PyTorch, JavaScript, Python, React, Git, BERT.
        Experience required: 2.8+ years.
        This is a Full-time position.
        Education: Masters preferred.","Transport Allowance, Annual Bonus, Professional Development, Remote Work, Health Insurance",2024-09-29,Tier1,False,Full Stack Developer,"Node.js, SQL, PyTorch, JavaScript, Python, React, Git, BERT","['Node.js', 'SQL', 'PyTorch', 'JavaScript', 'Python', 'React', 'Git', 'BERT']",8,hiring full stack developer join team required skills node js sql pytorch javascript python react git bert experience required 2 8 years full time position education masters preferred,2024,9,3,On-site,Rawalpindi,Senior (150–220k)
Senior DevOps Engineer,Systems Ltd,Lahore,Contract,Junior,1.4,360,"AWS, Kubernetes, Flask, CI/CD, Docker, Linux, Git",Bachelors,"We are hiring a Senior DevOps Engineer to join our team. 
        Required skills: AWS, Kubernetes, Flask, CI/CD, Docker, Linux, Git.
        Experience required: 1.4+ years.
        This is a Full-time position.
        Education: PhD preferred.","Flexible Hours, Stock Options",2024-06-08,MNC,False,Senior DevOps Engineer,"Cloud (AWS/GCP), Kubernetes, Flask, CI/CD, Docker, Linux, Git","['Cloud (AWS/GCP)', 'Kubernetes', 'Flask', 'CI/CD', 'Docker', 'Linux', 'Git']",7,hiring senior devops engineer join team required skills aws kubernetes flask ci cd docker linux git experience required 1 4 years full time position education phd preferred,2024,6,2,On-site,Lahore,Lead (220k+)
Business Intelligence Developer,Systems Ltd,Multan,Contract,Senior,8.4,320,"ETL, Kubernetes, SQL, Power BI, Data Warehouse, Excel, Docker, Airflow",Masters,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Kubernetes, SQL, Power BI, Data Warehouse, Excel, Docker, Airflow.
        Experience required: 8.4+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Professional Development, Medical Coverage",2024-01-25,MNC,False,Business Intelligence Developer,"ETL, Kubernetes, SQL, Power BI, Data Warehouse, Excel, Docker, Airflow","['ETL', 'Kubernetes', 'SQL', 'Power BI', 'Data Warehouse', 'Excel', 'Docker', 'Airflow']",8,hiring business intelligence developer join team required skills etl kubernetes sql power bi data warehouse excel docker airflow experience required 8 4 years contract position education not specified preferred,2024,1,1,On-site,Multan,Lead (220k+)
DevOps Engineer,Systems Ltd,Hybrid (Islamabad),Freelance,Senior,8.7,365,"AWS, Kubernetes, PyTorch, CI/CD, Docker, Linux",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: AWS, Kubernetes, PyTorch, CI/CD, Docker, Linux.
        Experience required: 8.7+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Remote Work, Professional Development, Transport Allowance, Performance Bonus, Food Allowance",2024-05-28,MNC,False,DevOps Engineer,"Cloud (AWS/GCP), Kubernetes, PyTorch, CI/CD, Docker, Linux","['Cloud (AWS/GCP)', 'Kubernetes', 'PyTorch', 'CI/CD', 'Docker', 'Linux']",6,hiring devops engineer join team required skills aws kubernetes pytorch ci cd docker linux experience required 8 7 years freelance position education not specified preferred,2024,5,2,Hybrid,Islamabad,Lead (220k+)
DevOps Engineer,Systems Ltd,Faisalabad,Freelance,Junior,1.8,345,"Kubernetes, AWS, FastAPI, PyTorch, CI/CD, Docker, Linux",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, FastAPI, PyTorch, CI/CD, Docker, Linux.
        Experience required: 1.8+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Flexible Hours, Performance Bonus, Food Allowance, Professional Development, Stock Options",2024-01-03,MNC,False,DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), FastAPI, PyTorch, CI/CD, Docker, Linux","['Kubernetes', 'Cloud (AWS/GCP)', 'FastAPI', 'PyTorch', 'CI/CD', 'Docker', 'Linux']",7,hiring devops engineer join team required skills kubernetes aws fastapi pytorch ci cd docker linux experience required 1 8 years full time position education not specified preferred,2024,1,1,On-site,Faisalabad,Lead (220k+)
Full Stack Developer,10Pearls,Karachi,Contract,Junior,1.4,170,"Node.js, TensorFlow, SQL, JavaScript, Python, Docker, React, BERT",Bachelors,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, TensorFlow, SQL, JavaScript, Python, Docker, React, BERT.
        Experience required: 1.4+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Annual Bonus, Professional Development, Medical Coverage",2024-05-22,MNC,False,Full Stack Developer,"Node.js, TensorFlow, SQL, JavaScript, Python, Docker, React, BERT","['Node.js', 'TensorFlow', 'SQL', 'JavaScript', 'Python', 'Docker', 'React', 'BERT']",8,hiring full stack developer join team required skills node js tensorflow sql javascript python docker react bert experience required 1 4 years freelance position education bachelors preferred,2024,5,2,On-site,Karachi,Senior (150–220k)
Data Analyst,Contour,Hybrid (Lahore),Freelance,Junior,1.8,195,"TensorFlow, SQL, Power BI, MLflow, Python, Excel, React, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: TensorFlow, SQL, Power BI, MLflow, Python, Excel, React, Data Visualization.
        Experience required: 1.8+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Annual Bonus, Professional Development, Remote Work, Performance Bonus, Stock Options",2024-03-19,Tier2,False,Data Analyst,"TensorFlow, SQL, Power BI, MLflow, Python, Excel, React, Data Visualization","['TensorFlow', 'SQL', 'Power BI', 'MLflow', 'Python', 'Excel', 'React', 'Data Visualization']",8,hiring data analyst join team required skills tensorflow sql power bi mlflow python excel react data visualization experience required 1 8 years contract position education not specified preferred,2024,3,1,Hybrid,Lahore,Senior (150–220k)
Lead Machine Learning Engineer,Arbisoft,Rawalpindi,Full-time,Senior,6.1,450,"TensorFlow, Flask, PyTorch, MLflow, Python, Docker, Airflow, MLOps",PhD,"We are hiring a Lead Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, Flask, PyTorch, MLflow, Python, Docker, Airflow, MLOps.
        Experience required: 6.1+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Annual Bonus, Remote Work, Transport Allowance",2025-02-26,Tier1,False,Lead Machine Learning Engineer,"TensorFlow, Flask, PyTorch, MLflow, Python, Docker, Airflow, MLOps","['TensorFlow', 'Flask', 'PyTorch', 'MLflow', 'Python', 'Docker', 'Airflow', 'MLOps']",8,hiring lead machine learning engineer join team required skills tensorflow flask pytorch mlflow python docker airflow mlops experience required 6 1 years contract position education not specified preferred,2025,2,1,On-site,Rawalpindi,Lead (220k+)
Data Scientist,Folio3,Hybrid (Islamabad),Freelance,Senior,9.6,605,"Kubernetes, SQL, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, SQL, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 9.6+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Annual Bonus, Professional Development",2024-09-30,Tier1,True,Data Scientist,"Kubernetes, SQL, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization","['Kubernetes', 'SQL', 'Python', 'React', 'Statistics', 'Machine Learning', 'MongoDB', 'Data Visualization']",8,hiring data scientist join team required skills kubernetes sql python react statistics machine learning mongodb data visualization experience required 9 6 years freelance position education not specified preferred,2024,9,3,Hybrid,Islamabad,Lead (220k+)
Senior AI Research Engineer,10Pearls,Karachi,Freelance,Junior,0.2,325,"MLflow, Python, Deep Learning, Git, PostgreSQL, MongoDB, BERT",Bachelors,"We are hiring a Senior AI Research Engineer to join our team. 
        Required skills: MLflow, Python, Deep Learning, Git, PostgreSQL, MongoDB, BERT.
        Experience required: 0.2+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Medical Coverage, Professional Development, Remote Work",2025-03-09,MNC,False,Senior AI Research Engineer,"MLflow, Python, Deep Learning, Git, PostgreSQL, MongoDB, BERT","['MLflow', 'Python', 'Deep Learning', 'Git', 'PostgreSQL', 'MongoDB', 'BERT']",7,hiring senior ai research engineer join team required skills mlflow python deep learning git postgresql mongodb bert experience required 0 2 years freelance position education not specified preferred,2025,3,1,On-site,Karachi,Lead (220k+)
Associate DevOps Engineer,Netsol,Lahore,Contract,Senior,6.4,275,"Kubernetes, AWS, Node.js, LLMs, CI/CD, Docker, Linux, BERT",Not Specified,"We are hiring a Associate DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Node.js, LLMs, CI/CD, Docker, Linux, BERT.
        Experience required: 6.4+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Food Allowance, Annual Bonus, Transport Allowance",2024-11-07,MNC,False,Associate DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), Node.js, LLMs, CI/CD, Docker, Linux, BERT","['Kubernetes', 'Cloud (AWS/GCP)', 'Node.js', 'LLMs', 'CI/CD', 'Docker', 'Linux', 'BERT']",8,hiring associate devops engineer join team required skills kubernetes aws node js llms ci cd docker linux bert experience required 6 4 years full time position education not specified preferred,2024,11,4,On-site,Lahore,Lead (220k+)
NLP Engineer,10Pearls,Islamabad,Full-time,Senior,7.2,710,"Hugging Face, Flask, PyTorch, NLP, Python, LLMs, React",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Flask, PyTorch, NLP, Python, LLMs, React.
        Experience required: 7.2+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Medical Coverage, Annual Bonus, Remote Work, Health Insurance, Stock Options",2025-01-17,MNC,True,NLP Engineer,"Hugging Face, Flask, PyTorch, NLP, Python, LLMs, React","['Hugging Face', 'Flask', 'PyTorch', 'NLP', 'Python', 'LLMs', 'React']",7,hiring nlp engineer join team required skills hugging face flask pytorch nlp python llms react experience required 7 2 years freelance position education not specified preferred,2025,1,1,On-site,Islamabad,Lead (220k+)
DevOps Engineer,Techlogix,Rawalpindi,Full-time,Senior,7.1,495,"Kubernetes, FastAPI, PyTorch, LLMs, CI/CD, Docker, Linux",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, FastAPI, PyTorch, LLMs, CI/CD, Docker, Linux.
        Experience required: 7.1+ years.
        This is a Contract position.
        Education: Masters preferred.","Transport Allowance, Performance Bonus, Remote Work, Health Insurance",2024-09-27,Tier1,False,DevOps Engineer,"Kubernetes, FastAPI, PyTorch, LLMs, CI/CD, Docker, Linux","['Kubernetes', 'FastAPI', 'PyTorch', 'LLMs', 'CI/CD', 'Docker', 'Linux']",7,hiring devops engineer join team required skills kubernetes fastapi pytorch llms ci cd docker linux experience required 7 1 years contract position education masters preferred,2024,9,3,On-site,Rawalpindi,Lead (220k+)
Lead NLP Engineer,Netsol,Faisalabad,Full-time,Mid,2.4,265,"Hugging Face, PyTorch, NLP, Python, LLMs, React, Airflow, MongoDB",Bachelors,"We are hiring a Lead NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, React, Airflow, MongoDB.
        Experience required: 2.4+ years.
        This is a Full-time position.
        Education: PhD preferred.","Medical Coverage, Performance Bonus, Flexible Hours",2024-10-22,MNC,False,Lead NLP Engineer,"Hugging Face, PyTorch, NLP, Python, LLMs, React, Airflow, MongoDB","['Hugging Face', 'PyTorch', 'NLP', 'Python', 'LLMs', 'React', 'Airflow', 'MongoDB']",8,hiring lead nlp engineer join team required skills hugging face pytorch nlp python llms react airflow mongodb experience required 2 4 years full time position education phd preferred,2024,10,4,On-site,Faisalabad,Lead (220k+)
Data Scientist,Netsol,Karachi,Full-time,Senior,9.3,555,"SQL, Flask, Python, Git, Airflow, Machine Learning, BERT, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, Flask, Python, Git, Airflow, Machine Learning, BERT, Data Visualization.
        Experience required: 9.3+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Flexible Hours, Transport Allowance",2024-03-29,MNC,True,Data Scientist,"SQL, Flask, Python, Git, Airflow, Machine Learning, BERT, Data Visualization","['SQL', 'Flask', 'Python', 'Git', 'Airflow', 'Machine Learning', 'BERT', 'Data Visualization']",8,hiring data scientist join team required skills sql flask python git airflow machine learning bert data visualization experience required 9 3 years full time position education bachelors preferred,2024,3,1,On-site,Karachi,Lead (220k+)
Junior DevOps Engineer,Systems Ltd,Hybrid (Lahore),Freelance,Mid,3.3,360,"Kubernetes, AWS, FastAPI, Flask, Docker, Linux",Bachelors,"We are hiring a Junior DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, FastAPI, Flask, Docker, Linux.
        Experience required: 3.3+ years.
        This is a Freelance position.
        Education: PhD preferred.","Annual Bonus, Food Allowance",2024-05-28,MNC,False,Junior DevOps Engineer,"Kubernetes, Cloud (AWS/GCP), FastAPI, Flask, Docker, Linux","['Kubernetes', 'Cloud (AWS/GCP)', 'FastAPI', 'Flask', 'Docker', 'Linux']",6,hiring junior devops engineer join team required skills kubernetes aws fastapi flask docker linux experience required 3 3 years freelance position education phd preferred,2024,5,2,Hybrid,Lahore,Lead (220k+)
Senior Business Intelligence Developer,Netsol,Hybrid (Islamabad),Freelance,Senior,7.9,260,"ETL, Node.js, AWS, TensorFlow, SQL, Power BI, Data Warehouse, Excel",PhD,"We are hiring a Senior Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, AWS, TensorFlow, SQL, Power BI, Data Warehouse, Excel.
        Experience required: 7.9+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Annual Bonus, Flexible Hours, Remote Work, Stock Options, Performance Bonus",2024-06-11,MNC,False,Senior Business Intelligence Developer,"ETL, Node.js, Cloud (AWS/GCP), TensorFlow, SQL, Power BI, Data Warehouse, Excel","['ETL', 'Node.js', 'Cloud (AWS/GCP)', 'TensorFlow', 'SQL', 'Power BI', 'Data Warehouse', 'Excel']",8,hiring senior business intelligence developer join team required skills etl node js aws tensorflow sql power bi data warehouse excel experience required 7 9 years full time position education not specified preferred,2024,6,2,Hybrid,Islamabad,Lead (220k+)
NLP Engineer,10Pearls,Islamabad,Freelance,Mid,4.5,425,"Hugging Face, Node.js, PyTorch, MLflow, NLP, Python, LLMs",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Node.js, PyTorch, MLflow, NLP, Python, LLMs.
        Experience required: 4.5+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Performance Bonus, Transport Allowance, Stock Options, Remote Work",2024-05-18,MNC,True,NLP Engineer,"Hugging Face, Node.js, PyTorch, MLflow, NLP, Python, LLMs","['Hugging Face', 'Node.js', 'PyTorch', 'MLflow', 'NLP', 'Python', 'LLMs']",7,hiring nlp engineer join team required skills hugging face node js pytorch mlflow nlp python llms experience required 4 5 years freelance position education bachelors preferred,2024,5,2,On-site,Islamabad,Lead (220k+)
DevOps Engineer,Arbisoft,Remote,Full-time,Mid,3.5,405,"AWS, Kubernetes, FastAPI, PyTorch, CI/CD, Docker, Linux, PostgreSQL",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: AWS, Kubernetes, FastAPI, PyTorch, CI/CD, Docker, Linux, PostgreSQL.
        Experience required: 3.5+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Performance Bonus, Medical Coverage, Flexible Hours",2024-11-06,Tier1,False,DevOps Engineer,"Cloud (AWS/GCP), Kubernetes, FastAPI, PyTorch, CI/CD, Docker, Linux, PostgreSQL","['Cloud (AWS/GCP)', 'Kubernetes', 'FastAPI', 'PyTorch', 'CI/CD', 'Docker', 'Linux', 'PostgreSQL']",8,hiring devops engineer join team required skills aws kubernetes fastapi pytorch ci cd docker linux postgresql experience required 3 5 years full time position education bachelors preferred,2024,11,4,Remote,Remote,Lead (220k+)
Machine Learning Engineer,Arbisoft,Hybrid (Karachi),Freelance,Senior,6.7,675,"TensorFlow, PyTorch, Python, LLMs, Docker, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, LLMs, Docker, MLOps.
        Experience required: 6.7+ years.
        This is a Full-time position.
        Education: Masters preferred.","Medical Coverage, Remote Work, Food Allowance, Transport Allowance, Annual Bonus",2025-03-14,Tier1,True,Machine Learning Engineer,"TensorFlow, PyTorch, Python, LLMs, Docker, MLOps","['TensorFlow', 'PyTorch', 'Python', 'LLMs', 'Docker', 'MLOps']",6,hiring machine learning engineer join team required skills tensorflow pytorch python llms docker mlops experience required 6 7 years full time position education masters preferred,2025,3,1,Hybrid,Karachi,Lead (220k+)
Machine Learning Engineer,Systems Ltd,Hybrid (Islamabad),Full-time,Junior,0.3,320,"AWS, FastAPI, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: AWS, FastAPI, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps.
        Experience required: 0.3+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Medical Coverage, Food Allowance, Performance Bonus, Professional Development",2025-02-04,MNC,True,Machine Learning Engineer,"Cloud (AWS/GCP), FastAPI, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps","['Cloud (AWS/GCP)', 'FastAPI', 'TensorFlow', 'PyTorch', 'Python', 'LLMs', 'Docker', 'MLOps']",8,hiring machine learning engineer join team required skills aws fastapi tensorflow pytorch python llms docker mlops experience required 0 3 years freelance position education not specified preferred,2025,2,1,Hybrid,Islamabad,Lead (220k+)
Data Scientist,10Pearls,Karachi,Full-time,Senior,8.3,460,"SQL, Airflow, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, Airflow, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 8.3+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Flexible Hours, Transport Allowance, Food Allowance",2024-06-13,MNC,True,Data Scientist,"SQL, Airflow, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization","['SQL', 'Airflow', 'Python', 'React', 'Statistics', 'Machine Learning', 'MongoDB', 'Data Visualization']",8,hiring data scientist join team required skills sql airflow python react statistics machine learning mongodb data visualization experience required 8 3 years contract position education bachelors preferred,2024,6,2,On-site,Karachi,Lead (220k+)
