job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role
Business Intelligence Developer,Netsol,Hybrid (Karachi),Freelance,Mid,5.0,255,"ETL, SQL, Power BI, PyTorch, Data Warehouse, Excel, Git, Airflow",PhD,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, SQL, Power BI, PyTorch, Data Warehouse, Excel, Git, Airflow.
        Experience required: 5.0+ years.
        This is a Full-time position.
        Education: Masters preferred.","Annual Bonus, Professional Development",2024-09-14,MNC,False
Data Scientist,Folio3,Islamabad,Full-time,Junior,0.2,215,"Node.js, SQL, Python, LLMs, Statistics, Machine Learning, BERT, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: Node.js, SQL, Python, LLMs, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 0.2+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Medical Coverage, Stock Options",2024-04-06,Tier1,True
Full Stack Developer,10Pearls,Remote,Full-time,Senior,8.9,405,"Node.js, TensorFlow, SQL, PyTorch, JavaScript, Python, React, BERT",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, TensorFlow, SQL, PyTorch, JavaScript, Python, React, BERT.
        Experience required: 8.9+ years.
        This is a Full-time position.
        Education: PhD preferred.","Performance Bonus, Annual Bonus",2024-09-07,MNC,False
Machine Learning Engineer,Systems Ltd,Multan,Contract,Junior,0.6,310,"TensorFlow, PyTorch, Python, Docker, React, Airflow, MLOps",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, Docker, React, Airflow, MLOps.
        Experience required: 0.6+ years.
        This is a Full-time position.
        Education: Masters preferred.","Professional Development, Food Allowance, Transport Allowance, Health Insurance",2024-03-22,MNC,True
DevOps Engineer,Netsol,Faisalabad,Freelance,Mid,2.2,190,"Kubernetes, AWS, TensorFlow, LLMs, CI/CD, Docker, Linux, Airflow",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, TensorFlow, LLMs, CI/CD, Docker, Linux, Airflow.
        Experience required: 2.2+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Flexible Hours, Annual Bonus, Transport Allowance",2024-12-28,MNC,False
Machine Learning Engineer,Systems Ltd,Hybrid (Islamabad),Contract,Mid,4.8,540,"TensorFlow, PyTorch, Python, Docker, MLOps, BERT",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, Docker, MLOps, BERT.
        Experience required: 4.8+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Transport Allowance, Medical Coverage",2025-01-23,MNC,True
Lead Data Scientist,Folio3,Remote,Full-time,Mid,3.1,300,"FastAPI, SQL, Airflow, Python, Statistics, Machine Learning, BERT, Data Visualization",PhD,"We are hiring a Lead Data Scientist to join our team. 
        Required skills: FastAPI, SQL, Airflow, Python, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 3.1+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Performance Bonus",2024-04-21,Tier1,True
Data Scientist,Folio3,Karachi,Freelance,Senior,5.8,445,"SQL, Python, React, Git, Statistics, Machine Learning, MongoDB, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, Python, React, Git, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 5.8+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Medical Coverage, Performance Bonus, Professional Development, Stock Options",2024-04-20,Tier1,True
Data Analyst,Folio3,Hybrid (Karachi),Contract,Mid,4.8,275,"Node.js, SQL, Flask, Power BI, Python, Excel, BERT, Data Visualization",Bachelors,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, SQL, Flask, Power BI, Python, Excel, BERT, Data Visualization.
        Experience required: 4.8+ years.
        This is a Freelance position.
        Education: Masters preferred.","Medical Coverage, Food Allowance, Professional Development, Stock Options",2024-10-04,Tier1,False
Full Stack Developer,Systems Ltd,Multan,Full-time,Junior,0.1,150,"Node.js, FastAPI, TensorFlow, SQL, JavaScript, Python, React, MongoDB",Bachelors,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, FastAPI, TensorFlow, SQL, JavaScript, Python, React, MongoDB.
        Experience required: 0.1+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Transport Allowance, Flexible Hours, Stock Options",2024-04-15,MNC,False
Data Scientist,Techlogix,Hybrid (Lahore),Full-time,Mid,4.2,330,"SQL, PyTorch, Python, LLMs, Statistics, Machine Learning, BERT, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, PyTorch, Python, LLMs, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 4.2+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Annual Bonus, Transport Allowance, Flexible Hours, Performance Bonus",2024-08-08,Tier1,True
Junior Data Scientist,Techlogix,Hybrid (Islamabad),Contract,Junior,0.6,230,"FastAPI, SQL, PyTorch, Python, Docker, Statistics, Machine Learning, MongoDB",Bachelors,"We are hiring a Junior Data Scientist to join our team. 
        Required skills: FastAPI, SQL, PyTorch, Python, Docker, Statistics, Machine Learning, MongoDB.
        Experience required: 0.6+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Annual Bonus, Professional Development",2024-09-19,Tier1,True
NLP Engineer,10Pearls,Rawalpindi,Freelance,Junior,1.0,375,"Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Git, MongoDB",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Git, MongoDB.
        Experience required: 1.0+ years.
        This is a Full-time position.
        Education: PhD preferred.","Health Insurance, Flexible Hours, Transport Allowance, Remote Work, Performance Bonus",2024-03-01,MNC,True
AI Research Engineer,Netsol,Karachi,Contract,Junior,0.3,270,"PyTorch, MLflow, Python, Deep Learning, PostgreSQL, Airflow, MongoDB, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: PyTorch, MLflow, Python, Deep Learning, PostgreSQL, Airflow, MongoDB, BERT.
        Experience required: 0.3+ years.
        This is a Contract position.
        Education: PhD preferred.","Performance Bonus, Remote Work, Annual Bonus",2024-05-06,MNC,True
Full Stack Developer,Arbisoft,Hybrid (Lahore),Full-time,Junior,1.7,260,"Node.js, SQL, PyTorch, JavaScript, Python, Docker, React, BERT",Not Specified,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, PyTorch, JavaScript, Python, Docker, React, BERT.
        Experience required: 1.7+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Stock Options, Remote Work, Performance Bonus, Transport Allowance, Annual Bonus",2024-01-04,Tier1,False
Business Intelligence Developer,Techlogix,Hybrid (Lahore),Contract,Mid,2.5,180,"SQL, Power BI, MLflow, Data Warehouse, Excel, LLMs, Docker, Airflow",Bachelors,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: SQL, Power BI, MLflow, Data Warehouse, Excel, LLMs, Docker, Airflow.
        Experience required: 2.5+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Remote Work, Flexible Hours",2024-06-15,Tier1,False
Machine Learning Engineer,Netsol,Hybrid (Islamabad),Freelance,Mid,2.6,330,"TensorFlow, PyTorch, Python, LLMs, Docker, Airflow, MLOps, BERT",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, LLMs, Docker, Airflow, MLOps, BERT.
        Experience required: 2.6+ years.
        This is a Full-time position.
        Education: Masters preferred.","Medical Coverage, Professional Development, Remote Work, Annual Bonus",2025-01-20,MNC,True
Business Intelligence Developer,Systems Ltd,Karachi,Freelance,Junior,1.6,230,"ETL, Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, React",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, React.
        Experience required: 1.6+ years.
        This is a Contract position.
        Education: PhD preferred.","Transport Allowance, Food Allowance, Professional Development, Annual Bonus, Health Insurance",2024-06-30,MNC,False
NLP Engineer,10Pearls,Hybrid (Islamabad),Freelance,Junior,0.3,375,"Hugging Face, PyTorch, NLP, Python, LLMs, React, Airflow, MongoDB",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, React, Airflow, MongoDB.
        Experience required: 0.3+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Flexible Hours, Professional Development, Medical Coverage, Remote Work, Performance Bonus",2025-03-30,MNC,True
NLP Engineer,10Pearls,Multan,Full-time,Senior,9.7,685,"Hugging Face, Node.js, PyTorch, NLP, Python, LLMs, PostgreSQL, MongoDB",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Node.js, PyTorch, NLP, Python, LLMs, PostgreSQL, MongoDB.
        Experience required: 9.7+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Remote Work",2024-09-20,MNC,True
Data Scientist,Folio3,Rawalpindi,Freelance,Junior,1.7,225,"AWS, SQL, PyTorch, Airflow, Statistics, Machine Learning, MongoDB, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, SQL, PyTorch, Airflow, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 1.7+ years.
        This is a Contract position.
        Education: PhD preferred.","Annual Bonus, Professional Development, Stock Options, Food Allowance",2024-01-21,Tier1,True
NLP Engineer,10Pearls,Remote,Contract,Mid,3.2,565,"Hugging Face, PyTorch, NLP, Python, LLMs, Airflow, MongoDB, BERT",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, Airflow, MongoDB, BERT.
        Experience required: 3.2+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Health Insurance, Stock Options, Transport Allowance",2024-10-20,MNC,True
DevOps Engineer,Netsol,Rawalpindi,Freelance,Junior,1.9,245,"AWS, FastAPI, Flask, CI/CD, Docker, Git, Linux, BERT",Bachelors,"We are hiring a DevOps Engineer to join our team. 
        Required skills: AWS, FastAPI, Flask, CI/CD, Docker, Git, Linux, BERT.
        Experience required: 1.9+ years.
        This is a Freelance position.
        Education: PhD preferred.","Health Insurance, Performance Bonus",2024-12-11,MNC,False
Machine Learning Engineer,Systems Ltd,Hybrid (Islamabad),Contract,Mid,2.2,325,"AWS, TensorFlow, PyTorch, MLflow, LLMs, Docker, Airflow, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: AWS, TensorFlow, PyTorch, MLflow, LLMs, Docker, Airflow, MLOps.
        Experience required: 2.2+ years.
        This is a Freelance position.
        Education: Masters preferred.","Remote Work, Performance Bonus",2024-10-25,MNC,True
Data Analyst,Folio3,Hybrid (Lahore),Full-time,Mid,3.1,285,"TensorFlow, SQL, Power BI, MLflow, Excel, Python, Airflow, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: TensorFlow, SQL, Power BI, MLflow, Excel, Python, Airflow, Data Visualization.
        Experience required: 3.1+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Remote Work, Performance Bonus, Professional Development, Transport Allowance",2024-05-29,Tier1,False
NLP Engineer,10Pearls,Hybrid (Karachi),Contract,Junior,0.7,280,"Hugging Face, FastAPI, PyTorch, NLP, Python, LLMs, PostgreSQL, MongoDB",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, FastAPI, PyTorch, NLP, Python, LLMs, PostgreSQL, MongoDB.
        Experience required: 0.7+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Transport Allowance, Health Insurance, Stock Options, Professional Development, Flexible Hours",2024-10-26,MNC,True
Senior Full Stack Developer,Arbisoft,Multan,Contract,Senior,8.5,330,"Node.js, SQL, JavaScript, Python, LLMs, React, Airflow",Bachelors,"We are hiring a Senior Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, JavaScript, Python, LLMs, React, Airflow.
        Experience required: 8.5+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Remote Work, Health Insurance",2024-04-06,Tier1,False
Full Stack Developer,Netsol,Rawalpindi,Freelance,Junior,1.3,215,"Node.js, FastAPI, TensorFlow, SQL, Python, Docker, React, Git",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, FastAPI, TensorFlow, SQL, Python, Docker, React, Git.
        Experience required: 1.3+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Professional Development, Medical Coverage, Remote Work",2025-02-10,MNC,False
AI Research Engineer,Netsol,Rawalpindi,Contract,Senior,7.0,735,"MLflow, PyTorch, Python, Deep Learning, Docker, Airflow, BERT",Not Specified,"We are hiring a AI Research Engineer to join our team. 
        Required skills: MLflow, PyTorch, Python, Deep Learning, Docker, Airflow, BERT.
        Experience required: 7.0+ years.
        This is a Freelance position.
        Education: PhD preferred.","Transport Allowance, Food Allowance, Performance Bonus, Annual Bonus",2024-05-26,MNC,True
AI Research Engineer,Netsol,Remote,Full-time,Mid,2.5,450,"Kubernetes, Node.js, FastAPI, PyTorch, Python, Deep Learning, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Kubernetes, Node.js, FastAPI, PyTorch, Python, Deep Learning, BERT.
        Experience required: 2.5+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Professional Development, Food Allowance, Stock Options",2024-06-28,MNC,True
Data Analyst,Techlogix,Hybrid (Islamabad),Contract,Mid,4.0,330,"Node.js, SQL, Power BI, MLflow, Python, Excel, LLMs, Data Visualization",Bachelors,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, SQL, Power BI, MLflow, Python, Excel, LLMs, Data Visualization.
        Experience required: 4.0+ years.
        This is a Contract position.
        Education: Masters preferred.","Health Insurance, Remote Work, Performance Bonus",2024-07-09,Tier1,False
AI Research Engineer,Netsol,Hybrid (Karachi),Freelance,Senior,5.5,620,"FastAPI, Flask, MLflow, Python, Deep Learning, Airflow, MongoDB, BERT",PhD,"We are hiring a AI Research Engineer to join our team. 
        Required skills: FastAPI, Flask, MLflow, Python, Deep Learning, Airflow, MongoDB, BERT.
        Experience required: 5.5+ years.
        This is a Full-time position.
        Education: PhD preferred.","Performance Bonus, Health Insurance, Medical Coverage",2024-03-03,MNC,True
Junior Full Stack Developer,10Pearls,Hybrid (Islamabad),Contract,Senior,8.0,355,"Node.js, FastAPI, SQL, JavaScript, Python, React",Masters,"We are hiring a Junior Full Stack Developer to join our team. 
        Required skills: Node.js, FastAPI, SQL, JavaScript, Python, React.
        Experience required: 8.0+ years.
        This is a Contract position.
        Education: Masters preferred.","Performance Bonus, Stock Options, Flexible Hours",2024-12-22,MNC,False
Data Analyst,Contour,Remote,Contract,Mid,2.3,185,"AWS, SQL, Flask, Power BI, Excel, Python, Docker, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: AWS, SQL, Flask, Power BI, Excel, Python, Docker, Data Visualization.
        Experience required: 2.3+ years.
        This is a Full-time position.
        Education: Masters preferred.","Health Insurance, Flexible Hours, Performance Bonus, Remote Work",2024-06-08,Tier2,False
Full Stack Developer,Techlogix,Hybrid (Karachi),Full-time,Mid,2.1,250,"Node.js, SQL, MLflow, Python, LLMs, React, Airflow, MongoDB",Not Specified,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, MLflow, Python, LLMs, React, Airflow, MongoDB.
        Experience required: 2.1+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Professional Development, Performance Bonus",2024-03-06,Tier1,False
Machine Learning Engineer,Arbisoft,Multan,Freelance,Mid,4.0,475,"Node.js, TensorFlow, PyTorch, Python, LLMs, Docker, PostgreSQL, MLOps",Masters,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Node.js, TensorFlow, PyTorch, Python, LLMs, Docker, PostgreSQL, MLOps.
        Experience required: 4.0+ years.
        This is a Contract position.
        Education: PhD preferred.","Annual Bonus, Food Allowance, Performance Bonus",2024-07-01,Tier1,True
Business Intelligence Developer,Techlogix,Multan,Freelance,Junior,1.7,195,"ETL, SQL, Power BI, PyTorch, MLflow, Data Warehouse, Excel, React",Bachelors,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, SQL, Power BI, PyTorch, MLflow, Data Warehouse, Excel, React.
        Experience required: 1.7+ years.
        This is a Contract position.
        Education: PhD preferred.","Professional Development, Stock Options, Flexible Hours",2024-11-04,Tier1,False
Lead Full Stack Developer,10Pearls,Multan,Freelance,Senior,7.5,450,"Node.js, SQL, JavaScript, Python, React, Git, Airflow, PostgreSQL",Bachelors,"We are hiring a Lead Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, JavaScript, Python, React, Git, Airflow, PostgreSQL.
        Experience required: 7.5+ years.
        This is a Freelance position.
        Education: PhD preferred.","Food Allowance, Remote Work, Annual Bonus, Medical Coverage, Transport Allowance",2024-02-18,MNC,False
Data Analyst,Systems Ltd,Remote,Freelance,Mid,3.9,250,"FastAPI, SQL, Power BI, MLflow, Excel, Python, LLMs, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: FastAPI, SQL, Power BI, MLflow, Excel, Python, LLMs, Data Visualization.
        Experience required: 3.9+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Annual Bonus, Professional Development, Transport Allowance, Remote Work, Performance Bonus",2024-06-01,MNC,False
Junior Machine Learning Engineer,10Pearls,Karachi,Freelance,Junior,1.1,365,"TensorFlow, PyTorch, Python, LLMs, Docker, Git, MLOps",PhD,"We are hiring a Junior Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, LLMs, Docker, Git, MLOps.
        Experience required: 1.1+ years.
        This is a Contract position.
        Education: Masters preferred.","Professional Development, Flexible Hours, Transport Allowance, Annual Bonus, Remote Work",2024-10-16,MNC,True
NLP Engineer,Netsol,Multan,Full-time,Junior,0.7,370,"Hugging Face, PyTorch, NLP, LLMs, PostgreSQL, MongoDB, BERT",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, LLMs, PostgreSQL, MongoDB, BERT.
        Experience required: 0.7+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Health Insurance, Medical Coverage, Performance Bonus, Annual Bonus, Remote Work",2024-07-07,MNC,True
Machine Learning Engineer,10Pearls,Karachi,Freelance,Senior,7.8,695,"TensorFlow, PyTorch, Python, Docker, PostgreSQL, Airflow, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, Docker, PostgreSQL, Airflow, MLOps.
        Experience required: 7.8+ years.
        This is a Contract position.
        Education: Masters preferred.","Stock Options, Flexible Hours, Professional Development",2025-02-10,MNC,True
Senior DevOps Engineer,10Pearls,Multan,Full-time,Junior,1.1,335,"AWS, Kubernetes, CI/CD, Docker, Linux, React",Not Specified,"We are hiring a Senior DevOps Engineer to join our team. 
        Required skills: AWS, Kubernetes, CI/CD, Docker, Linux, React.
        Experience required: 1.1+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Performance Bonus, Flexible Hours, Transport Allowance, Food Allowance",2024-06-03,MNC,False
Associate DevOps Engineer,Netsol,Hybrid (Lahore),Contract,Senior,7.3,345,"Kubernetes, AWS, Node.js, MLflow, CI/CD, Docker, Linux, Airflow",PhD,"We are hiring a Associate DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Node.js, MLflow, CI/CD, Docker, Linux, Airflow.
        Experience required: 7.3+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Performance Bonus, Annual Bonus, Transport Allowance",2025-02-11,MNC,False
Machine Learning Engineer,Netsol,Karachi,Freelance,Senior,6.6,710,"Kubernetes, TensorFlow, PyTorch, Python, Docker, MLOps, BERT",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Kubernetes, TensorFlow, PyTorch, Python, Docker, MLOps, BERT.
        Experience required: 6.6+ years.
        This is a Full-time position.
        Education: Masters preferred.","Medical Coverage, Health Insurance, Food Allowance, Annual Bonus, Professional Development",2024-09-09,MNC,True
NLP Engineer,Techlogix,Hybrid (Islamabad),Freelance,Mid,2.2,425,"Hugging Face, AWS, Kubernetes, PyTorch, NLP, Python, LLMs",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, Kubernetes, PyTorch, NLP, Python, LLMs.
        Experience required: 2.2+ years.
        This is a Freelance position.
        Education: Masters preferred.","Professional Development, Flexible Hours, Remote Work, Stock Options, Health Insurance",2025-01-20,Tier1,True
NLP Engineer,10Pearls,Multan,Contract,Senior,7.2,635,"Hugging Face, Node.js, PyTorch, NLP, Python, LLMs, Docker, React",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Node.js, PyTorch, NLP, Python, LLMs, Docker, React.
        Experience required: 7.2+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Transport Allowance, Stock Options, Professional Development, Annual Bonus",2024-10-19,MNC,True
NLP Engineer,Techlogix,Hybrid (Lahore),Full-time,Mid,3.3,390,"Hugging Face, PyTorch, NLP, Python, LLMs, Docker, Airflow, MongoDB",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, NLP, Python, LLMs, Docker, Airflow, MongoDB.
        Experience required: 3.3+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Medical Coverage, Remote Work",2024-09-15,Tier1,True
NLP Engineer,Techlogix,Hybrid (Lahore),Full-time,Mid,4.4,445,"Hugging Face, AWS, FastAPI, PyTorch, NLP, Python, LLMs, React",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, FastAPI, PyTorch, NLP, Python, LLMs, React.
        Experience required: 4.4+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Remote Work, Annual Bonus, Medical Coverage, Flexible Hours, Health Insurance",2024-08-13,Tier1,True
Machine Learning Engineer,Systems Ltd,Remote,Contract,Mid,2.8,380,"TensorFlow, Flask, PyTorch, Python, Docker, Airflow, MLOps, BERT",Masters,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, Flask, PyTorch, Python, Docker, Airflow, MLOps, BERT.
        Experience required: 2.8+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Professional Development, Annual Bonus",2024-12-25,MNC,True
Full Stack Developer,Arbisoft,Hybrid (Karachi),Contract,Mid,3.7,285,"Node.js, TensorFlow, SQL, JavaScript, Python, React, BERT",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, TensorFlow, SQL, JavaScript, Python, React, BERT.
        Experience required: 3.7+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Stock Options, Food Allowance",2024-06-10,Tier1,False
Data Scientist,Systems Ltd,Lahore,Freelance,Mid,3.5,365,"AWS, SQL, Flask, React, PostgreSQL, Statistics, Machine Learning, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, SQL, Flask, React, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 3.5+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Remote Work, Annual Bonus, Flexible Hours, Performance Bonus",2024-07-16,MNC,True
Data Scientist,Netsol,Remote,Freelance,Junior,0.4,345,"AWS, FastAPI, Flask, Python, Statistics, Machine Learning, BERT, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: AWS, FastAPI, Flask, Python, Statistics, Machine Learning, BERT, Data Visualization.
        Experience required: 0.4+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Performance Bonus, Health Insurance",2025-02-11,MNC,True
Associate DevOps Engineer,10Pearls,Multan,Contract,Mid,2.2,235,"Kubernetes, AWS, TensorFlow, PyTorch, CI/CD, Docker, Linux, Airflow",PhD,"We are hiring a Associate DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, TensorFlow, PyTorch, CI/CD, Docker, Linux, Airflow.
        Experience required: 2.2+ years.
        This is a Full-time position.
        Education: Masters preferred.","Stock Options, Annual Bonus, Flexible Hours",2024-02-12,MNC,False
Associate Data Analyst,Systems Ltd,Islamabad,Contract,Mid,3.5,215,"TensorFlow, SQL, Power BI, MLflow, Excel, Python, BERT, Data Visualization",Not Specified,"We are hiring a Associate Data Analyst to join our team. 
        Required skills: TensorFlow, SQL, Power BI, MLflow, Excel, Python, BERT, Data Visualization.
        Experience required: 3.5+ years.
        This is a Contract position.
        Education: PhD preferred.","Stock Options, Performance Bonus, Professional Development, Medical Coverage, Health Insurance",2024-09-10,MNC,False
Machine Learning Engineer,10Pearls,Lahore,Contract,Junior,0.4,275,"Kubernetes, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps, BERT",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Kubernetes, TensorFlow, PyTorch, Python, LLMs, Docker, MLOps, BERT.
        Experience required: 0.4+ years.
        This is a Contract position.
        Education: PhD preferred.","Annual Bonus, Stock Options, Remote Work, Health Insurance, Professional Development",2024-02-07,MNC,True
Machine Learning Engineer,Systems Ltd,Faisalabad,Full-time,Junior,1.3,400,"TensorFlow, PyTorch, Python, Docker, Git, PostgreSQL, MongoDB",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, Docker, Git, PostgreSQL, MongoDB.
        Experience required: 1.3+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Transport Allowance, Stock Options",2025-03-23,MNC,True
Junior DevOps Engineer,Arbisoft,Remote,Full-time,Mid,2.2,305,"Kubernetes, AWS, Flask, LLMs, CI/CD, Docker, Linux, BERT",Masters,"We are hiring a Junior DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Flask, LLMs, CI/CD, Docker, Linux, BERT.
        Experience required: 2.2+ years.
        This is a Full-time position.
        Education: PhD preferred.","Annual Bonus, Remote Work, Stock Options",2024-07-02,Tier1,False
AI Research Engineer,10Pearls,Karachi,Full-time,Mid,4.1,375,"Flask, MLflow, PyTorch, Python, LLMs, Deep Learning, Airflow, BERT",PhD,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Flask, MLflow, PyTorch, Python, LLMs, Deep Learning, Airflow, BERT.
        Experience required: 4.1+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Annual Bonus, Professional Development, Health Insurance, Transport Allowance, Medical Coverage",2025-03-05,MNC,True
Lead AI Research Engineer,Netsol,Multan,Freelance,Junior,1.1,530,"Flask, PyTorch, MLflow, Python, Deep Learning, BERT",PhD,"We are hiring a Lead AI Research Engineer to join our team. 
        Required skills: Flask, PyTorch, MLflow, Python, Deep Learning, BERT.
        Experience required: 1.1+ years.
        This is a Contract position.
        Education: PhD preferred.","Transport Allowance, Remote Work, Flexible Hours, Food Allowance",2024-12-20,MNC,True
Data Scientist,Netsol,Rawalpindi,Freelance,Mid,3.4,495,"Node.js, Kubernetes, SQL, Python, Docker, Statistics, Machine Learning, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: Node.js, Kubernetes, SQL, Python, Docker, Statistics, Machine Learning, Data Visualization.
        Experience required: 3.4+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Stock Options, Food Allowance, Flexible Hours, Medical Coverage, Transport Allowance",2025-03-16,MNC,True
